scope,url,status,content_type,encoding,sha256,saved_path,discovered_from,fetched_at
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=Z,200,text/html;charset=UTF-8,utf-8,c18c9b4fdf24707bc4157b829ff4f277eafda2d2d175fa3b8ff1482829767080,,,2026-06-23 11:16:01
person,https://db.itkc.or.kr/people/list?gubun=person&cate1=A&pageIndex=1&pageUnit=20,200,text/html;charset=UTF-8,utf-8,13bc4f0e4b53d0d130684b46a841a6e00975e6dc0afa0d636c8dd924e5cbe292,,https://db.itkc.or.kr/people/list?gubun=person&cate1=A,2026-06-23 11:16:07
person,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000001,200,text/html;charset=UTF-8,utf-8,7c84f653f900423a07f57ef08908a10cd18130a3d31bf327cd18574b530bfe69,,https://db.itkc.or.kr/people/list?gubun=person&cate1=A&pageIndex=1&pageUnit=20,2026-06-23 11:16:14
person,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000002,200,text/html;charset=UTF-8,utf-8,ffab445b7bf9925dd9fc239660cac853e2b5911d3084d9da63a680dd98b33335,,https://db.itkc.or.kr/people/list?gubun=person&cate1=A&pageIndex=1&pageUnit=20,2026-06-23 11:16:21
person,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000003,200,text/html;charset=UTF-8,utf-8,4e3eb803a4b9dd93c2e117d611e302c85baa87874f9553074325576e28a293c3,,https://db.itkc.or.kr/people/list?gubun=person&cate1=A&pageIndex=1&pageUnit=20,2026-06-23 11:16:27
person,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000004,200,text/html;charset=UTF-8,utf-8,c5df9ee1ce3b1cadf706387022f495c200b8eb2d6dbf9a8e90fbef2fb131517b,,https://db.itkc.or.kr/people/list?gubun=person&cate1=A&pageIndex=1&pageUnit=20,2026-06-23 11:16:34
person,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000005,200,text/html;charset=UTF-8,utf-8,2cb57d1cedfeca4dd2a85b1f29261bb405361995626767dc9d16a0da1f4bf3a0,,https://db.itkc.or.kr/people/list?gubun=person&cate1=A&pageIndex=1&pageUnit=20,2026-06-23 11:16:41
person,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000006,200,text/html;charset=UTF-8,utf-8,336a8e581792c0f1469c6871ffc7b5e23b5670d9372789b2b2721415a6177df2,,https://db.itkc.or.kr/people/list?gubun=person&cate1=A&pageIndex=1&pageUnit=20,2026-06-23 11:16:49
person,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000007,200,text/html;charset=UTF-8,utf-8,740c7a2f3fd581425cd0999e5f5d148c665698e1035248f07421b7910487abd1,,https://db.itkc.or.kr/people/list?gubun=person&cate1=A&pageIndex=1&pageUnit=20,2026-06-23 11:16:57
person,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000008,200,text/html;charset=UTF-8,utf-8,16c62c514b71dc6c0a9f7bcd6a58ca7caeafddd3bc1e7db52e29fea3d7bd0023,,https://db.itkc.or.kr/people/list?gubun=person&cate1=A&pageIndex=1&pageUnit=20,2026-06-23 11:17:03
person,https://db.itkc.or.kr/people/view?gubun=person&cate1=Z&cate2=&dataId=P000009,200,text/html;charset=UTF-8,utf-8,650b9eedf7c534cc8a04d5b3b8fe43215324ece6e6cc82b7ac8761ce49466ec5,,https://db.itkc.or.kr/people/list?gubun=person&cate1=A&pageIndex=1&pageUnit=20,2026-06-23 11:17:11
