canonical_id,topic_id,verification_status,method,evidence_json,version,graph_release_id
canonical:concept:868c0d52-8779-48b5-80c9-5f8f6c97cef2,topic:economy,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""thesaurus_category"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:35663367:sha256-1022516a18f91e61"", ""value"": ""재정·금융>재정>조세제도""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""thesaurus_category"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:39846896:sha256-1022516a18f91e61"", ""value"": ""재정·금융>재정>재정정책·법령""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:concept:868c0d52-8779-48b5-80c9-5f8f6c97cef2,topic:institutional_system,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""CASE_CATEGORY"", ""field"": ""category"", ""resolution_case_id"": ""resolution-case:581afac128df9df07e51"", ""value"": ""제도""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""primary_type"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0006677:sha256-7515b6340166226d"", ""value"": ""제도/법령·제도""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""thesaurus_category"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:35663367:sha256-1022516a18f91e61"", ""value"": ""재정·금융>재정>조세제도""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""thesaurus_category"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:39846896:sha256-1022516a18f91e61"", ""value"": ""재정·금융>재정>재정정책·법령""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:concept:868c0d52-8779-48b5-80c9-5f8f6c97cef2,topic:military,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""thesaurus_category"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:2294:sha256-1022516a18f91e61"", ""value"": ""국방·군사>군역""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:concept:190d729b-bd1b-496e-9072-8b6d4f829700,topic:institutional_system,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""CASE_CATEGORY"", ""field"": ""category"", ""resolution_case_id"": ""resolution-case:01906814825d8b4a70dc"", ""value"": ""제도""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""primary_type"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0006718:sha256-7515b6340166226d"", ""value"": ""제도/관직""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""primary_type"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0057111:sha256-7515b6340166226d"", ""value"": ""제도/관직""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""thesaurus_category"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:8235:sha256-1022516a18f91e61"", ""value"": ""정치·행정·법제>인사""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:concept:190d729b-bd1b-496e-9072-8b6d4f829700,topic:military,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""thesaurus_category"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:21018997:sha256-1022516a18f91e61"", ""value"": ""국방·군사>군직""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:concept:190d729b-bd1b-496e-9072-8b6d4f829700,topic:politics,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""thesaurus_category"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:8235:sha256-1022516a18f91e61"", ""value"": ""정치·행정·법제>인사""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:event:da88d924-c932-4bbf-a568-9f3bffc8d42a,topic:event,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""ENTITY_TYPE"", ""field"": ""entity_type"", ""value"": ""Event""}, {""evidence_type"": ""CASE_CATEGORY"", ""field"": ""category"", ""resolution_case_id"": ""resolution-case:f92183d4b10634072cc3"", ""value"": ""사건""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""primary_type"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0065371:sha256-7515b6340166226d"", ""value"": ""사건/전쟁""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:event:da88d924-c932-4bbf-a568-9f3bffc8d42a,topic:military,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""primary_type"", ""source"": ""AKS"", ""source_record_id"": ""AKS:ARTICLE:E0065371:sha256-7515b6340166226d"", ""value"": ""사건/전쟁""}, {""evidence_type"": ""SOURCE_METADATA"", ""field"": ""thesaurus_category"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:8997:sha256-1022516a18f91e61"", ""value"": ""국방·군사>전쟁·전투""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:event:da88d924-c932-4bbf-a568-9f3bffc8d42a,topic:society,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""thesaurus_category"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:8996:sha256-1022516a18f91e61"", ""value"": ""사회운동·독립운동>농민운동·항쟁""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
canonical:event:da88d924-c932-4bbf-a568-9f3bffc8d42a,topic:thought_religion,VERIFIED,deterministic_structured_mapping,"[{""evidence_type"": ""SOURCE_METADATA"", ""field"": ""thesaurus_category"", ""source"": ""THESAURUS"", ""source_record_id"": ""THESAURUS:TERM:8998:sha256-1022516a18f91e61"", ""value"": ""전통사상·종교>동학(천도교)>동학관련사건·행사""}]",classification-anchor-v1,korean-history-fact-graph-2026-07-28-contextual-v7
