entity_id,entity_type,graph_release_id
canonical:concept:868c0d52-8779-48b5-80c9-5f8f6c97cef2,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:190d729b-bd1b-496e-9072-8b6d4f829700,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:da88d924-c932-4bbf-a568-9f3bffc8d42a,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:70365d99-8671-4c54-a0d0-e26561701a63,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:organization:e926d437-fc02-4dee-9dad-f689656db7f3,Organization,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:fc302130-3ba7-4c99-acde-0a4ddba8673a,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:07150a06-1d58-44fd-a307-5253a4145cf7,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:heritage:3e3431d6-abab-4442-b15e-58950e10fdd4,Heritage,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:a9af0e38-9176-4f53-9c1e-facb22d7db5f,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:1a4f7c67-7100-4ecc-ba6c-df7f43cd968d,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:1e581f6f-499f-4590-b4f3-03965dbfc043,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:5d2d2162-0645-48ef-a050-4153581da296,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:e451c6ab-c4fa-41a5-b18d-1941dd9f1082,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:83229a0b-29ef-4fee-a21f-417fbf10790e,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:4f5713c3-46c4-42d0-9779-5789f6e2885b,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:fd7339f7-8175-4ed6-b486-6be2665f4b3e,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:934ae4df-c53f-4bf2-a8ba-fa22fdb9dc4d,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:3125dd04-5dab-48c5-b0c0-34512e34ef17,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:87949ff6-77d1-4019-8a32-b26479095b1b,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:1856f89b-bc3d-4892-94de-13bf7a946bb4,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:f9dec188-0a85-4d29-ae4a-c47d452700e8,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:3680b441-8eb3-4778-bcf4-6b001cdc8529,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:958f23a5-07df-4023-be73-7c3d7132db4d,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:1c697e2f-da84-4fe1-9b92-d69a69484027,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:15083e48-68c0-40dc-96ed-df5e5445f203,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:c53b6e19-ff0d-473a-af8e-dadce17b00ab,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:106bf3ff-d365-4bae-adf6-cd110372567d,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:742bf0f0-64e2-4e21-a0c4-69a698993f82,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:3871138f-5eb4-47b6-8d66-0b1d6441cca5,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:58c340b3-2e8b-4885-811e-506475d12f47,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:525c1531-33ab-45cc-b8fe-3d487ee02b59,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:cd19a668-1437-4409-9091-be0b4c750852,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:935fa8dc-8861-419a-adf8-808beba25a5d,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:8cd75eb0-15ea-4d63-9d24-bb14c06fd227,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:6831f324-f8c0-4385-9169-c30ef16d120a,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:7f151e07-ece3-4aff-a2df-1be0b1e9a98f,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:cb42976c-849c-4afc-a124-85126879149a,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:1765d798-9e71-4a28-ba97-f68aa630c612,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:4ee8c65d-feb8-4801-aac5-031f42cb9fb8,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:8626ad98-7bff-42a2-bbc8-07a0238ac90a,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:c80d2deb-530c-4ddc-9a79-74d0b96a5e3d,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:cfbe0bbf-21a3-4f37-a7db-868d5e352feb,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:bc5a4612-d15f-4f1d-9234-804f91ca4bab,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:c876f7df-310a-431c-9e54-c01c2a67cbe9,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:59d7744f-6e3b-4488-88e5-0fc93c37745b,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:3a6931c3-0edc-49ac-958c-af15ed1e4ad5,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:24723e1b-e67e-4b22-834e-a817da7fec35,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:ac1bc0b8-720a-47c0-a07e-50cae1e245ae,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:12a94711-8248-491e-acc8-27b090780b72,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:ae2969d3-a54e-4b98-9741-35306f8baa9a,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:d3c6a54f-a4e1-46d1-8761-28d834ebc319,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:1e70efae-523e-491b-a04a-bf3339c94a3e,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:ae3c6bfc-dd82-4747-9b16-963494fe6670,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:48d874dc-eb9c-4d91-bf97-9c23153f9b5e,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:35293ad8-ab19-4de7-a892-5bc5dccf6816,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:ebe26ba8-c8a0-4996-b666-6bc98aa058fe,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:work:7290ebc2-f750-4713-873d-76fe4b604e83,Work,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:ee9ad2ae-2cf7-4df8-b2bc-f573987a9655,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:dc57f109-bd0e-486a-9fe7-6d7b1ad0ecb2,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:ceed7b48-f671-4cb0-a7fa-e1c27e318f33,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:723394d2-4a60-4138-8434-f4fd33235392,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:organization:be45b6c8-be0a-4aad-85a0-eb490cbf3cba,Organization,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:b9f7992c-693d-4a96-bd3c-cd5061d31b7e,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:5917b814-1408-4999-8717-5d07dc4887c6,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:289efb5b-cb04-467c-a036-2528628ec88e,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:33c4e8c6-aa05-43d3-9c47-f3faf8e44fc3,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:09bac066-5015-46c5-809c-193639f48e84,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:dae78d9d-f28e-4a0c-b176-9bc97cc69341,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:ce33f1b8-018a-4e83-b7f9-fcffdc58acd3,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:06862f31-cf65-42ef-aee0-8dba7f58cfb0,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:1b44a751-f93d-4284-8f6f-9b2c48048377,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:c40fbd01-ccc9-4e26-8076-b9d09f0f7161,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:organization:3a26bc0e-0a44-4ccb-85c2-f44305843522,Organization,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:09266830-9ea0-4764-93b2-01a753cedae4,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:8343d3a4-2864-4aef-9bf2-a0c5314a4415,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:72ef2a8f-dca0-428c-9020-58b8a5387da9,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:e75b49be-3c8f-411d-a4f1-7f542b7f8ee1,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:6c43ef28-6e1c-4b00-b38a-7c358c4c80f5,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:ce2d53e1-eef7-4a4f-be37-9a1cd7cf1473,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:c3a6d701-cb6f-44e8-a581-25a39e8f4ccf,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:f0a2f400-ae27-479f-a2ee-c9d56fa782cf,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:c243922e-7c35-4a43-a334-c2fcb84e0ba1,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:81ed0c26-26c8-449d-a4b5-67c35acaf5f9,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:fae68d91-c67e-41a8-836b-f66ced902251,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:8064a8d8-fa15-47ef-9502-438c5c32c664,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:498064ea-d94a-4305-b6cb-2dc6b468c97e,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:63f9e39e-f5a8-47f2-b27d-289afaba6f7b,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:1a7a7b06-cc8a-4cb9-8ef5-de00a9fc9526,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:338558b2-3935-4fb5-92e1-afaaa0610546,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:7b057ca2-07fe-4c87-9876-fd1be0f6e729,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:47884cd3-9ae6-4991-948e-18908870b069,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:eadce061-7391-4751-ac47-7ddadf9b1b50,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:8f8b7699-9103-4d43-a585-2d9284950308,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:471ffc04-3983-45f7-8664-2152a1d3e78a,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:fae36124-6dc3-49f8-b7df-eda79513e3c8,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:1e3262b1-fec1-457b-a221-32eecdb95519,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:31f8c879-8873-4d64-950b-6d06637f45dd,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:161e44b5-b65b-451f-81f2-3535be32bc49,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:4c6722cb-3212-46e0-a2b3-1a22896666b8,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:04c916a6-5642-4b14-9ba2-24c8c3c34168,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:439f85a6-a2d1-4d76-86ec-ab34e1bbc986,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:a1d16849-20a1-4228-981d-4e74ee04fdec,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:fa366433-da2c-4ac9-a0a5-6f97e5c3371b,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:6d5fc8b6-c840-4e84-96b1-a50d97caa4e0,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:8b67c088-b714-4efd-89c4-78b435d544ae,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:90d7fca1-b7cf-4c46-a67a-7c09393d6ef0,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:db60e369-e50c-449a-a214-1c2666dc3dab,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:7dafa68d-5d9b-4f65-8ccc-9a564b3b432f,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:56f992d4-1f00-4350-9e23-ca5562c54844,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:cae1f649-7c52-42f7-8243-558cb6646124,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:f57c2cbd-1f2b-49c7-a853-850a7a2ee0d4,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:3df83d0e-a33e-4953-ab91-fa42388107fe,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:090fe130-33ea-445e-8b5c-e3f22f986f86,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:bfbdfb61-26d3-45df-8811-bba1d32f103b,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:4af8fe04-dfce-4d22-8e40-338ab72488ba,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:83737737-5af2-49d0-9675-45f9103a7138,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:bbd9a9d7-8a63-451c-98c7-b5376a6da33e,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:f5633f37-7977-406b-92fe-8ff74923559d,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:29baab19-33a2-46d6-b30f-d8659e513bd6,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:a55ed938-3131-44aa-8c4a-52e5e534cc1b,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:3200181d-f0e4-4680-8dcc-23ab89863d9b,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:9bd3dfc9-509f-45cf-8b9e-b3bc09e6394a,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:e871563b-e7ff-4dc2-9548-51e9efe2526d,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:52d93d6e-fb11-49ed-a4a4-aa781488fa53,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:4cf338ac-2c1e-4888-a678-100b240ec776,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:6a0fa37b-1502-45b3-8a60-753f1bb0bb74,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:f406673e-cd20-4f05-aa9a-50d0ba87fe11,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:f316cee7-e302-486a-a455-3e3b17a8d012,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:c68fbeb5-ffa7-40aa-8285-46e1c7d17e8b,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:68f17285-aa00-4842-9cfe-c1fcdd4e8101,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:5d026bc0-0693-41ae-b958-6081ed90c8a5,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:6f3ae18a-f1a4-4a9f-acaa-ae31f14308ad,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:723dae4d-5098-4cd9-afa4-62dbbdf7f082,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:d170152c-59e7-45d3-8ff0-cc7e99bdf839,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:event:353efaeb-26c6-491b-b6ef-fc9c275e7223,Event,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:49accb00-6dbb-457a-9d93-e0c448e3914c,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:792bd04f-ad4f-49ab-ad04-10c7b6da4db8,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:82700cdc-e3ec-4a64-80b6-80f2ae4bfaf9,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:1480b475-f6d9-4c36-8188-0c07f190db1f,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:organization:dee40d6c-3c55-40ae-96b2-9c28ab53c218,Organization,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:a4bcac04-b73a-46b3-b32e-ee2cf3030861,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:57cc8099-7f7c-4db6-876f-4eac3579132b,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:b44dfd50-6e04-498d-ad1c-386a71d1a042,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:0fc4b688-d03e-44cc-a4cf-fc91247ee830,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:c9c9f0d4-ef04-4327-8bfc-55d1aed67da5,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:c3186dde-24a4-4746-b8df-e002393462d8,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:f5f7822c-8f93-406d-8881-9a58a1a08484,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:concept:46f7dd63-b55a-4a5c-99c1-320153bc8866,Concept,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:d59fb746-1df0-475b-89be-f6957ac10547,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:6fc67027-2463-4d5b-9447-cb86dbe464d3,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:2cfd8426-9153-427a-9ad7-e4a6fbd75fef,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:9236ffef-fc75-4d90-a591-350a01381bb7,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:8b7e7af7-bcef-45a2-b401-b7b35dab785b,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:3099eb7a-86ef-41c6-af55-494b85e606d2,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:942ec42d-996f-45e7-be94-e5c5f9b3ad8a,Person,korean-history-fact-graph-2026-07-27-contextual-v1
canonical:person:fbeafb18-797f-4eb9-bb6e-418ce3590765,Person,korean-history-fact-graph-2026-07-27-contextual-v1
