entity_name_id,canonical_id,match_status,method,version,graph_release_id
entity-name:ebc604f7bfd905e29faa,canonical:event:da88d924-c932-4bbf-a568-9f3bffc8d42a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:43f3f43b89cce26c6104,canonical:person:07150a06-1d58-44fd-a307-5253a4145cf7,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:e51cfdeeb8425f2fe4de,canonical:person:a9af0e38-9176-4f53-9c1e-facb22d7db5f,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:cbfc15ae054b12d8e656,canonical:person:1e581f6f-499f-4590-b4f3-03965dbfc043,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:371817ae3d4e55814d70,canonical:person:5d2d2162-0645-48ef-a050-4153581da296,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:3246913b852cfa120fd1,canonical:person:83229a0b-29ef-4fee-a21f-417fbf10790e,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:f53eeb4cacc5047fab0c,canonical:person:4f5713c3-46c4-42d0-9779-5789f6e2885b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:26c1be5c21b84cb8c5cd,canonical:person:934ae4df-c53f-4bf2-a8ba-fa22fdb9dc4d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:a23361b1a6b117d20345,canonical:person:1856f89b-bc3d-4892-94de-13bf7a946bb4,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:3ddd6889666c66709eb3,canonical:work:f9dec188-0a85-4d29-ae4a-c47d452700e8,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:8fcfc522bdeb8a6a5c7a,canonical:event:3680b441-8eb3-4778-bcf4-6b001cdc8529,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:f3b830bd1b26bd009b26,canonical:person:958f23a5-07df-4023-be73-7c3d7132db4d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:81912df3a8582ee846d5,canonical:person:15083e48-68c0-40dc-96ed-df5e5445f203,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:032aeaee17c8d06880da,canonical:person:c53b6e19-ff0d-473a-af8e-dadce17b00ab,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:991aa01c6b5004b4c3f9,canonical:person:742bf0f0-64e2-4e21-a0c4-69a698993f82,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:4de60c7e8568e849d62e,canonical:person:3871138f-5eb4-47b6-8d66-0b1d6441cca5,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:3becd30f2463c2a63d05,canonical:person:58c340b3-2e8b-4885-811e-506475d12f47,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:d7b00c3a0422fa0aa238,canonical:person:525c1531-33ab-45cc-b8fe-3d487ee02b59,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:889f38c8a6179285e905,canonical:person:935fa8dc-8861-419a-adf8-808beba25a5d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:128baee74c31639ebf9d,canonical:person:8cd75eb0-15ea-4d63-9d24-bb14c06fd227,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:be0225e03b0f1b8e5ef8,canonical:person:6831f324-f8c0-4385-9169-c30ef16d120a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:52b08bab3d3ea056dd8f,canonical:person:1765d798-9e71-4a28-ba97-f68aa630c612,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:b567f3c9ab8e68aae7b9,canonical:event:8626ad98-7bff-42a2-bbc8-07a0238ac90a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:aaab1577cd155d464d3e,canonical:person:c80d2deb-530c-4ddc-9a79-74d0b96a5e3d,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:1a8c7e2ad86a6a0dc15c,canonical:person:cfbe0bbf-21a3-4f37-a7db-868d5e352feb,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:d5420d5c3ef6e49afbd9,canonical:person:bc5a4612-d15f-4f1d-9234-804f91ca4bab,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:d9628f1ff2a4c57b7a35,canonical:person:c876f7df-310a-431c-9e54-c01c2a67cbe9,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:1b62b2b4cfc4c6915ae5,canonical:person:59d7744f-6e3b-4488-88e5-0fc93c37745b,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:a59d33f81e2801b311de,canonical:person:ac1bc0b8-720a-47c0-a07e-50cae1e245ae,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:43c380b3451e79f65e58,canonical:event:ae2969d3-a54e-4b98-9741-35306f8baa9a,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:61ab91583b613fedc81a,canonical:person:d3c6a54f-a4e1-46d1-8761-28d834ebc319,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
entity-name:0eb5f4959cdb0ec371d6,canonical:person:1e70efae-523e-491b-a04a-bf3339c94a3e,ACCEPTED,verified_problem_assignment,entity-resolution-candidate-v2.4,korean-history-fact-graph-2026-07-27-contextual-v1
